province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Bac Lieu,32,26,7,WSW,10.8,86,38,1007,2010-06-25
Bac Lieu,34,27,19,SW,0.3,69,30,1006,2011-06-25
Bac Lieu,35,26,15,WSW,6.6,69,11,1009,2012-06-25
Bac Lieu,35,28,9,SW,0.9,67,20,1010,2013-06-25
Bac Lieu,33,27,13,WSW,7.8,72,32,1009,2014-06-25
Bac Lieu,33,27,19,WSW,0.4,68,38,1010,2015-06-25
Bac Lieu,34,27,12,SW,2.9,72,74,1009,2016-06-25
Bac Lieu,33,26,18,W,2.0,71,54,1008,2017-06-25
Bac Lieu,34,27,11,WSW,5.1,75,32,1008,2018-06-25
Bac Lieu,33,28,11,SW,4.1,75,54,1009,2019-06-25
Bac Lieu,32,27,10,SW,7.3,75,51,1007,2020-06-25
Bac Lieu,32,26,7,WSW,3.6,81,30,1009,2009-06-29
Bac Lieu,31,26,10,WSW,3.9,84,32,1008,2010-06-29
Bac Lieu,34,27,13,SW,3.6,71,27,1008,2011-06-29
Bac Lieu,34,26,16,WSW,5.2,70,37,1006,2012-06-29
Bac Lieu,34,27,14,WSW,7.0,72,39,1008,2013-06-29
Bac Lieu,32,27,18,WSW,0.6,74,54,1007,2014-06-29
Bac Lieu,34,27,20,WSW,1.0,65,19,1012,2015-06-29
Bac Lieu,31,25,11,SW,7.7,78,62,1010,2016-06-29
Bac Lieu,33,26,10,SW,10.0,76,29,1009,2017-06-29
Bac Lieu,34,26,10,WSW,6.7,73,29,1008,2018-06-29
Bac Lieu,33,26,13,WSW,1.4,76,25,1008,2019-06-29
Bac Lieu,28,26,12,SW,11.9,83,58,1008,2020-06-29
Bac Lieu,32,26,10,SW,0.4,80,33,1009,2009-07-04
Bac Lieu,30,26,4,S,11.8,89,53,1011,2010-07-04
Bac Lieu,34,25,12,W,0.0,74,37,1009,2011-07-04
Bac Lieu,31,26,16,W,0.5,79,51,1004,2012-07-04
Bac Lieu,33,26,9,WSW,25.6,78,25,1006,2013-07-04
Bac Lieu,32,27,15,WSW,8.4,73,31,1005,2014-07-04
Bac Lieu,34,28,32,W,0.2,67,46,1006,2015-07-04
Bac Lieu,35,27,14,WSW,5.7,72,24,1009,2016-07-04
Bac Lieu,33,26,14,WSW,4.7,74,46,1009,2017-07-04
Bac Lieu,32,26,16,WSW,5.2,73,45,1009,2018-07-04
Bac Lieu,30,25,11,SW,5.2,82,38,1009,2019-07-04
Bac Lieu,27,24,6,SW,0.7,87,55,1010,2020-07-04
Bac Lieu,32,25,7,WSW,11.0,84,62,1010,2009-07-06
Bac Lieu,30,26,6,SSE,3.2,86,30,1010,2010-07-06
Bac Lieu,32,26,11,WSW,9.1,77,65,1008,2011-07-06
Bac Lieu,31,26,15,WSW,8.9,76,66,1006,2012-07-06
Bac Lieu,31,26,11,SW,3.9,81,63,1008,2013-07-06
Bac Lieu,34,26,13,WSW,4.9,73,41,1007,2014-07-06
Bac Lieu,34,27,25,WSW,0.0,67,39,1007,2015-07-06
Bac Lieu,33,27,17,WSW,3.8,73,46,1008,2016-07-06
Bac Lieu,33,27,12,WSW,3.2,73,37,1010,2017-07-06
Bac Lieu,31,26,19,WSW,8.9,74,42,1007,2018-07-06
Bac Lieu,32,26,11,WSW,15.2,78,32,1008,2019-07-06
Bac Lieu,30,26,10,SW,27.6,85,67,1007,2020-07-06
Bac Lieu,32,25,6,WNW,13.9,82,45,1009,2009-07-08
Bac Lieu,32,26,7,WSW,3.5,81,26,1010,2010-07-08
Bac Lieu,31,26,16,WSW,0.8,80,35,1008,2011-07-08
Bac Lieu,33,27,13,SW,13.2,74,44,1006,2012-07-08
Bac Lieu,33,26,9,SW,17.5,76,46,1009,2013-07-08
Bac Lieu,32,27,18,WSW,4.5,75,63,1005,2014-07-08
Bac Lieu,33,27,27,WSW,0.6,69,65,1007,2015-07-08
Bac Lieu,33,27,17,WSW,0.3,67,39,1008,2016-07-08
Bac Lieu,33,27,10,WSW,5.0,71,32,1010,2017-07-08
Bac Lieu,32,25,17,WSW,16.2,78,55,1006,2018-07-08
Bac Lieu,33,26,13,SW,9.3,78,32,1009,2019-07-08
Bac Lieu,33,27,7,S,0.0,72,20,1008,2020-07-08
Bac Lieu,33,25,10,W,6.0,82,28,1008,2009-07-09
Bac Lieu,31,26,9,SW,5.3,85,44,1009,2010-07-09
Bac Lieu,32,26,18,WSW,0.2,72,12,1007,2011-07-09
Bac Lieu,32,26,11,SW,2.1,75,31,1007,2012-07-09
Bac Lieu,32,25,6,WSW,12.3,81,43,1008,2013-07-09
Bac Lieu,33,27,17,WSW,1.4,73,55,1007,2014-07-09
Bac Lieu,32,27,27,W,0.9,72,60,1007,2015-07-09
Bac Lieu,34,27,18,WSW,7.5,68,55,1008,2016-07-09
Bac Lieu,34,26,12,W,11.5,72,23,1010,2017-07-09
Bac Lieu,32,26,18,WSW,18.5,77,26,1007,2018-07-09
Bac Lieu,33,26,13,SW,5.3,77,33,1009,2019-07-09
Bac Lieu,32,26,7,WSW,2.5,76,41,1007,2020-07-09
Bac Lieu,30,25,6,SW,7.4,88,49,1009,2009-07-02
Bac Lieu,31,26,6,SSE,14.3,86,44,1008,2010-07-02
Bac Lieu,33,26,8,SW,2.8,73,33,1009,2011-07-02
Bac Lieu,31,26,12,WSW,0.9,77,47,1006,2012-07-02
Bac Lieu,32,26,14,WSW,18.7,76,47,1006,2013-07-02
Bac Lieu,33,27,15,WSW,14.3,72,31,1008,2014-07-02
Bac Lieu,33,27,25,WSW,0.0,72,40,1009,2015-07-02
Bac Lieu,34,27,13,SSW,1.8,73,15,1010,2016-07-02
Bac Lieu,33,27,13,WSW,0.3,72,35,1009,2017-07-02
Bac Lieu,32,27,15,SW,6.1,73,23,1009,2018-07-02
Bac Lieu,30,26,16,WSW,7.4,82,49,1007,2019-07-02
Bac Lieu,31,26,11,SW,4.6,79,41,1007,2020-07-02
Bac Lieu,31,26,14,W,2.4,83,30,1007,2009-07-10
Bac Lieu,31,25,7,SSW,5.4,84,32,1009,2010-07-10
Bac Lieu,33,26,19,WSW,0.2,70,29,1006,2011-07-10
Bac Lieu,32,26,12,WSW,3.0,77,44,1007,2012-07-10
Bac Lieu,32,26,8,WSW,4.8,76,23,1008,2013-07-10
Bac Lieu,33,26,16,W,1.2,70,38,1008,2014-07-10
Bac Lieu,35,27,27,WSW,0.7,68,57,1007,2015-07-10
Bac Lieu,32,27,17,WSW,0.5,73,79,1008,2016-07-10
Bac Lieu,33,26,15,W,1.0,73,54,1009,2017-07-10
Bac Lieu,31,26,19,WSW,8.0,78,47,1007,2018-07-10
Bac Lieu,34,26,12,SW,0.1,77,11,1009,2019-07-10
Bac Lieu,32,26,9,SW,2.3,78,46,1007,2020-07-10
Bac Lieu,29,25,15,WSW,9.0,88,55,1005,2009-07-11
Bac Lieu,31,26,7,SSW,6.2,85,38,1010,2010-07-11
Bac Lieu,32,27,15,WSW,5.9,72,33,1006,2011-07-11
Bac Lieu,30,26,12,WSW,1.2,84,75,1007,2012-07-11
Bac Lieu,33,25,10,W,9.8,76,17,1008,2013-07-11
Bac Lieu,35,27,16,W,0.4,66,45,1008,2014-07-11
Bac Lieu,34,27,28,WSW,0.2,63,22,1007,2015-07-11
Bac Lieu,32,26,16,WSW,4.9,73,53,1008,2016-07-11
Bac Lieu,33,27,14,WSW,11.0,75,61,1008,2017-07-11
Bac Lieu,30,25,19,WSW,6.8,83,65,1008,2018-07-11
Bac Lieu,34,26,11,SW,4.2,76,17,1011,2019-07-11
Bac Lieu,31,25,11,WSW,11.3,83,48,1007,2020-07-11
Bac Lieu,33,26,7,NW,1.5,78,36,1009,2009-07-07
Bac Lieu,33,25,3,SSW,4.2,82,15,1010,2010-07-07
Bac Lieu,33,26,15,WSW,5.2,77,49,1008,2011-07-07
Bac Lieu,32,27,15,SW,3.6,74,49,1006,2012-07-07
Bac Lieu,31,25,9,WSW,4.2,81,63,1008,2013-07-07
Bac Lieu,33,27,17,WSW,0.9,71,34,1006,2014-07-07
Bac Lieu,34,27,25,WSW,6.5,67,60,1006,2015-07-07
Bac Lieu,33,27,17,WSW,5.3,71,50,1008,2016-07-07
Bac Lieu,33,27,13,SW,4.4,72,37,1010,2017-07-07
Bac Lieu,29,26,16,WSW,0.7,78,49,1007,2018-07-07
Bac Lieu,33,25,13,WSW,2.2,79,20,1009,2019-07-07
Bac Lieu,32,26,8,SSE,0.9,77,29,1009,2020-07-07
Bac Lieu,27,25,19,WSW,6.1,90,78,1006,2009-07-13
Bac Lieu,31,26,7,SW,5.1,86,41,1008,2010-07-13
Bac Lieu,32,27,14,SW,0.7,73,44,1007,2011-07-13
Bac Lieu,33,26,13,SW,2.2,75,26,1008,2012-07-13
Bac Lieu,34,26,15,W,5.1,75,25,1005,2013-07-13
Bac Lieu,32,26,15,WSW,7.5,81,54,1007,2014-07-13
Bac Lieu,32,27,24,SW,1.5,74,37,1006,2015-07-13
Bac Lieu,33,27,14,SW,4.6,76,29,1008,2016-07-13
Bac Lieu,31,26,13,WSW,3.2,80,72,1009,2017-07-13
Bac Lieu,30,25,18,WSW,5.2,81,56,1006,2018-07-13
Bac Lieu,33,26,13,WSW,2.9,78,36,1009,2019-07-13
Bac Lieu,32,26,10,SW,4.4,78,44,1008,2020-07-13
Bac Lieu,26,25,11,WSW,8.2,93,49,1007,2009-07-15
Bac Lieu,30,26,8,SW,9.7,89,52,1007,2010-07-15
Bac Lieu,34,26,15,WSW,4.5,74,32,1008,2011-07-15
Bac Lieu,33,25,12,W,1.3,73,23,1008,2012-07-15
Bac Lieu,31,25,17,WSW,10.7,84,83,1007,2013-07-15
Bac Lieu,32,26,9,SSW,1.6,77,44,1009,2014-07-15
Bac Lieu,33,27,22,SW,0.0,67,34,1007,2015-07-15
Bac Lieu,33,27,9,SSW,1.9,73,23,1009,2016-07-15
Bac Lieu,28,26,14,W,1.3,81,62,1008,2017-07-15
Bac Lieu,29,25,15,WSW,1.9,82,73,1007,2018-07-15
Bac Lieu,32,26,16,WSW,3.9,77,36,1007,2019-07-15
Bac Lieu,31,26,12,WSW,0.6,80,57,1007,2020-07-15
Bac Lieu,26,25,17,WSW,20.1,94,76,1006,2009-07-16
Bac Lieu,29,25,6,WSW,2.8,90,68,1007,2010-07-16
Bac Lieu,33,26,16,SW,2.5,74,30,1008,2011-07-16
Bac Lieu,33,26,14,W,2.7,74,18,1008,2012-07-16
Bac Lieu,29,24,20,W,3.1,84,83,1008,2013-07-16
Bac Lieu,32,26,12,WSW,9.9,77,30,1009,2014-07-16
Bac Lieu,35,27,19,SW,0.4,65,32,1007,2015-07-16
Bac Lieu,34,27,9,WSW,3.3,72,23,1009,2016-07-16
Bac Lieu,31,25,18,WSW,5.0,77,48,1007,2017-07-16
Bac Lieu,30,25,15,WSW,6.2,83,74,1007,2018-07-16
Bac Lieu,30,26,16,SW,15.9,85,56,1006,2019-07-16
Bac Lieu,31,27,7,SSW,11.3,81,54,1007,2020-07-16
Bac Lieu,28,25,18,WSW,2.6,88,56,1006,2009-07-17
Bac Lieu,30,26,8,SSW,7.5,87,39,1008,2010-07-17
Bac Lieu,32,26,15,WSW,1.8,73,24,1008,2011-07-17
Bac Lieu,33,26,16,WSW,17.9,77,47,1008,2012-07-17
Bac Lieu,28,24,19,W,8.8,86,60,1007,2013-07-17
Bac Lieu,33,26,15,WSW,5.5,77,32,1007,2014-07-17
Bac Lieu,34,28,18,SW,1.7,67,25,1008,2015-07-17
Bac Lieu,34,27,9,WSW,13.7,74,32,1009,2016-07-17
Bac Lieu,29,26,11,SW,4.0,81,56,1008,2017-07-17
Bac Lieu,30,25,18,WSW,6.9,84,72,1005,2018-07-17
Bac Lieu,31,26,17,SW,0.7,82,64,1006,2019-07-17
Bac Lieu,31,27,7,S,3.7,80,53,1008,2020-07-17
Bac Lieu,29,25,15,WSW,2.4,86,50,1008,2009-07-18
Bac Lieu,31,26,5,WSW,6.3,87,29,1010,2010-07-18
Bac Lieu,33,26,15,SW,12.1,75,20,1008,2011-07-18
Bac Lieu,31,26,16,W,8.6,79,49,1008,2012-07-18
Bac Lieu,32,25,20,W,0.4,75,56,1005,2013-07-18
Bac Lieu,31,26,18,WSW,0.5,76,45,1007,2014-07-18
Bac Lieu,35,28,17,SW,4.1,68,37,1008,2015-07-18
Bac Lieu,31,26,14,WSW,1.2,79,53,1008,2016-07-18
Bac Lieu,31,26,9,SSW,8.4,81,83,1010,2017-07-18
Bac Lieu,29,25,20,SW,17.1,86,62,1005,2018-07-18
Bac Lieu,30,25,14,WSW,4.5,83,47,1006,2019-07-18
Bac Lieu,31,26,7,SW,2.7,77,47,1008,2020-07-18
Bac Lieu,30,25,15,WSW,8.5,89,56,1005,2009-07-12
Bac Lieu,31,26,7,SW,5.0,84,34,1009,2010-07-12
Bac Lieu,32,26,15,SW,1.0,75,29,1006,2011-07-12
Bac Lieu,32,26,13,SW,1.9,81,54,1008,2012-07-12
Bac Lieu,34,25,13,WNW,16.0,74,26,1007,2013-07-12
Bac Lieu,33,27,14,WSW,19.6,73,41,1007,2014-07-12
Bac Lieu,33,27,25,SW,12.5,69,40,1006,2015-07-12
Bac Lieu,32,26,14,WSW,11.0,76,34,1008,2016-07-12
Bac Lieu,32,26,15,SW,17.3,77,50,1009,2017-07-12
Bac Lieu,28,25,19,WSW,6.7,85,69,1007,2018-07-12
Bac Lieu,33,26,13,SW,3.1,77,22,1010,2019-07-12
Bac Lieu,32,26,9,WSW,15.8,80,63,1008,2020-07-12
Bac Lieu,29,25,15,WSW,8.2,87,54,1008,2009-07-19
Bac Lieu,31,26,7,WSW,6.8,84,24,1009,2010-07-19
Bac Lieu,33,26,15,SW,3.8,77,19,1008,2011-07-19
Bac Lieu,32,26,17,W,0.7,76,68,1008,2012-07-19
Bac Lieu,27,24,22,WSW,3.4,83,72,1007,2013-07-19
Bac Lieu,33,26,15,WSW,1.1,71,26,1009,2014-07-19
Bac Lieu,33,27,19,SW,0.6,72,68,1008,2015-07-19
Bac Lieu,30,26,15,WSW,1.1,81,60,1008,2016-07-19
Bac Lieu,25,24,11,WSW,33.3,93,96,1010,2017-07-19
Bac Lieu,31,25,18,SW,14.6,81,44,1007,2018-07-19
Bac Lieu,31,26,13,SW,5.2,82,35,1007,2019-07-19
Bac Lieu,32,27,7,SW,5.6,76,49,1008,2020-07-19
Bac Lieu,30,26,12,SW,6.2,88,66,1009,2009-07-21
Bac Lieu,30,26,9,WSW,4.6,86,42,1009,2010-07-21
Bac Lieu,34,26,15,W,0.2,70,11,1008,2011-07-21
Bac Lieu,33,26,15,W,0.0,73,32,1009,2012-07-21
Bac Lieu,32,25,21,W,1.2,78,62,1005,2013-07-21
Bac Lieu,32,26,11,WSW,11.5,79,58,1008,2014-07-21
Bac Lieu,34,27,16,SSW,1.2,69,37,1011,2015-07-21
Bac Lieu,31,25,13,WSW,0.6,79,55,1009,2016-07-21
Bac Lieu,30,25,11,WSW,2.9,82,64,1010,2017-07-21
Bac Lieu,32,26,16,WSW,9.8,79,37,1008,2018-07-21
Bac Lieu,32,26,10,SW,4.9,79,36,1008,2019-07-21
Bac Lieu,32,27,8,SSE,0.2,72,23,1008,2020-07-21
Bac Lieu,28,25,13,SW,4.0,91,67,1008,2009-07-22
Bac Lieu,30,26,12,WSW,4.2,89,63,1008,2010-07-22
Bac Lieu,32,26,16,W,11.3,74,47,1008,2011-07-22
Bac Lieu,33,26,20,WSW,0.3,73,34,1007,2012-07-22
Bac Lieu,29,25,17,WSW,3.1,84,59,1005,2013-07-22
Bac Lieu,27,25,13,WSW,6.9,88,67,1008,2014-07-22
Bac Lieu,35,27,11,S,0.2,63,18,1011,2015-07-22
Bac Lieu,30,25,14,WSW,0.8,81,67,1008,2016-07-22
Bac Lieu,31,26,12,WSW,8.6,81,33,1010,2017-07-22
Bac Lieu,31,26,20,WSW,2.1,78,29,1008,2018-07-22
Bac Lieu,32,26,11,W,3.1,76,20,1008,2019-07-22
Bac Lieu,32,26,6,SSW,10.1,75,55,1008,2020-07-22
Bac Lieu,30,25,12,WSW,1.1,84,62,1008,2009-07-23
Bac Lieu,30,25,15,W,2.0,86,60,1007,2010-07-23
Bac Lieu,31,25,17,WSW,4.2,77,49,1007,2011-07-23
Bac Lieu,34,26,21,WSW,0.1,70,17,1005,2012-07-23
Bac Lieu,29,25,16,WSW,1.4,82,57,1007,2013-07-23
Bac Lieu,30,25,18,WSW,2.0,76,44,1009,2014-07-23
Bac Lieu,34,27,13,SSW,3.1,68,32,1011,2015-07-23
Bac Lieu,31,26,16,WSW,0.5,78,69,1008,2016-07-23
Bac Lieu,31,26,14,WSW,2.9,78,32,1009,2017-07-23
Bac Lieu,32,26,18,WSW,2.6,75,33,1008,2018-07-23
Bac Lieu,32,27,12,WSW,2.9,75,33,1008,2019-07-23
Bac Lieu,32,27,7,SE,0.1,72,34,1008,2020-07-23
Bac Lieu,29,25,14,W,1.8,86,60,1008,2009-07-14
Bac Lieu,30,26,7,SSW,4.3,86,48,1007,2010-07-14
Bac Lieu,32,26,15,WSW,5.4,76,29,1007,2011-07-14
Bac Lieu,32,26,10,SW,3.4,77,35,1008,2012-07-14
Bac Lieu,31,26,18,WSW,4.5,80,40,1005,2013-07-14
Bac Lieu,28,25,11,WSW,5.7,89,84,1009,2014-07-14
Bac Lieu,34,27,24,SW,4.6,69,32,1006,2015-07-14
Bac Lieu,33,27,13,SSW,3.4,75,27,1008,2016-07-14
Bac Lieu,32,26,14,WSW,3.9,79,54,1009,2017-07-14
Bac Lieu,30,25,19,WSW,5.3,81,56,1007,2018-07-14
Bac Lieu,32,26,16,WSW,1.7,76,22,1008,2019-07-14
Bac Lieu,30,25,12,W,17.5,85,74,1008,2020-07-14
Bac Lieu,29,26,13,WSW,11.1,89,55,1009,2009-07-20
Bac Lieu,31,26,7,SW,5.5,85,26,1009,2010-07-20
Bac Lieu,34,26,14,WSW,5.3,75,16,1008,2011-07-20
Bac Lieu,30,26,14,WSW,0.7,78,55,1009,2012-07-20
Bac Lieu,27,23,17,WSW,5.7,87,68,1007,2013-07-20
Bac Lieu,34,27,11,WSW,0.4,70,19,1009,2014-07-20
Bac Lieu,34,27,15,SSW,3.1,71,59,1009,2015-07-20
Bac Lieu,30,26,14,WSW,15.7,85,36,1009,2009-07-25
Bac Lieu,28,24,15,W,2.0,88,71,1006,2010-07-25
Bac Lieu,31,25,15,WSW,7.7,77,58,1008,2011-07-25
Bac Lieu,34,26,16,SW,3.9,69,22,1009,2012-07-25
Bac Lieu,33,26,15,WSW,0.1,71,24,1008,2013-07-25
Bac Lieu,33,26,15,SW,0.4,69,37,1009,2014-07-25
Bac Lieu,34,27,16,SW,5.0,67,33,1010,2015-07-25
Bac Lieu,31,26,15,WSW,1.0,78,58,1008,2016-07-25
Bac Lieu,27,25,16,WSW,12.5,85,62,1007,2017-07-25
Bac Lieu,31,26,16,WSW,6.4,77,27,1009,2018-07-25
Bac Lieu,29,24,12,W,15.4,84,57,1011,2019-07-25
Bac Lieu,32,26,9,ESE,0.4,73,38,1008,2020-07-25
Bac Lieu,31,25,13,WSW,0.7,81,56,1009,2016-07-20
Bac Lieu,31,25,17,WSW,1.8,80,70,1008,2017-07-20
Bac Lieu,30,26,15,SW,8.4,82,42,1008,2018-07-20
Bac Lieu,31,26,13,SW,3.6,82,45,1007,2019-07-20
Bac Lieu,32,27,7,SSW,2.2,75,52,1008,2020-07-20
Bac Lieu,30,26,11,SW,4.1,82,41,1010,2009-07-05
Bac Lieu,32,26,4,SSW,4.6,83,38,1010,2010-07-05
Bac Lieu,32,26,11,WSW,0.7,75,54,1009,2011-07-05
Bac Lieu,32,26,17,WSW,11.9,73,54,1005,2012-07-05
Bac Lieu,32,26,11,WSW,3.2,78,39,1006,2013-07-05
Bac Lieu,33,27,15,WSW,2.7,75,50,1006,2014-07-05
Bac Lieu,33,28,27,W,10.0,69,40,1007,2015-07-05
Bac Lieu,35,27,14,WSW,2.7,71,24,1008,2016-07-05
Bac Lieu,33,27,13,WSW,3.7,75,61,1009,2017-07-05
Bac Lieu,32,26,17,SW,3.3,73,30,1008,2018-07-05
Bac Lieu,31,26,10,SW,4.4,80,47,1009,2019-07-05
Bac Lieu,32,25,9,W,11.6,78,48,1007,2020-07-05
Bac Lieu,30,25,11,WSW,6.5,87,44,1009,2009-07-26
Bac Lieu,29,25,13,W,9.1,88,54,1006,2010-07-26
Bac Lieu,31,24,14,WSW,10.1,78,41,1008,2011-07-26
Bac Lieu,32,26,15,SW,0.9,73,17,1008,2012-07-26
Bac Lieu,34,26,16,WSW,2.4,70,31,1008,2013-07-26
Bac Lieu,32,27,14,SW,0.2,72,40,1010,2014-07-26
Bac Lieu,35,27,17,SW,0.7,65,12,1011,2015-07-26
Bac Lieu,31,25,15,WSW,0.3,78,59,1008,2016-07-26
Bac Lieu,30,25,17,SW,6.2,82,47,1007,2017-07-26
Bac Lieu,33,26,16,WSW,0.3,74,27,1009,2018-07-26
Bac Lieu,32,25,11,WNW,1.7,75,36,1009,2019-07-26
Bac Lieu,31,27,10,SSE,2.4,76,53,1008,2020-07-26
Bac Lieu,30,25,13,W,5.2,87,47,1009,2009-07-27
Bac Lieu,29,25,11,SW,7.2,89,57,1007,2010-07-27
Bac Lieu,31,25,17,W,4.9,80,47,1007,2011-07-27
Bac Lieu,33,26,15,SW,2.0,73,20,1008,2012-07-27
Bac Lieu,32,26,16,WSW,12.1,75,28,1008,2013-07-27
Bac Lieu,33,27,15,WSW,2.0,72,38,1010,2014-07-27
Bac Lieu,34,27,11,SW,2.5,67,22,1012,2015-07-27
Bac Lieu,31,26,14,WSW,1.1,79,63,1009,2016-07-27
Bac Lieu,31,26,15,SW,5.5,83,48,1008,2017-07-27
Bac Lieu,32,27,16,WSW,2.8,76,21,1008,2018-07-27
Bac Lieu,31,25,13,W,4.5,79,30,1009,2019-07-27
Bac Lieu,33,27,9,SW,0.0,72,22,1007,2020-07-27
Bac Lieu,29,25,14,WSW,2.8,84,44,1009,2009-07-24
Bac Lieu,28,25,15,W,2.9,87,72,1007,2010-07-24
Bac Lieu,30,26,16,WSW,0.9,76,55,1007,2011-07-24
Bac Lieu,33,26,19,WSW,2.3,71,23,1006,2012-07-24
Bac Lieu,31,25,15,WSW,0.3,74,39,1009,2013-07-24
Bac Lieu,32,26,18,WSW,1.8,71,33,1008,2014-07-24
Bac Lieu,35,28,12,SW,0.1,66,20,1011,2015-07-24
Bac Lieu,31,26,16,WSW,0.8,77,61,1008,2016-07-24
Bac Lieu,32,26,17,WSW,8.8,79,42,1007,2017-07-24
Bac Lieu,32,27,17,WSW,4.6,76,33,1008,2018-07-24
Bac Lieu,33,25,14,WSW,15.5,79,46,1009,2019-07-24
Bac Lieu,27,20,6,SSW,8.9,88,64,1009,2020-07-24
Bac Lieu,31,25,16,W,1.1,82,35,1010,2009-07-29
Bac Lieu,33,25,7,SW,9.6,80,49,1009,2010-07-29
Bac Lieu,30,25,20,WSW,0.9,78,59,1006,2011-07-29
Bac Lieu,32,26,23,W,0.0,65,38,1009,2012-07-29
Bac Lieu,32,26,15,W,0.3,73,30,1008,2013-07-29
Bac Lieu,33,26,17,WSW,0.3,70,51,1007,2014-07-29
Bac Lieu,32,28,6,SSW,4.0,69,58,1011,2015-07-29
Bac Lieu,32,26,15,WSW,1.0,72,60,1009,2016-07-29
Bac Lieu,32,26,16,WSW,1.2,76,33,1009,2017-07-29
Bac Lieu,33,26,16,WSW,4.0,76,48,1008,2018-07-29
Bac Lieu,32,26,14,WSW,4.3,80,41,1009,2019-07-29
Bac Lieu,32,27,12,WSW,2.8,76,45,1008,2020-07-29
Bac Lieu,31,26,8,WSW,10.4,85,37,1009,2009-06-30
Bac Lieu,32,26,7,SW,7.5,83,23,1008,2010-06-30
Bac Lieu,33,27,12,SW,2.4,73,28,1009,2011-06-30
Bac Lieu,31,26,14,WSW,5.1,79,68,1007,2012-06-30
Bac Lieu,35,27,16,W,4.9,68,23,1007,2013-06-30
Bac Lieu,32,27,17,WSW,0.0,71,37,1008,2014-06-30
Bac Lieu,34,27,21,WSW,4.1,66,18,1011,2015-06-30
Bac Lieu,33,26,10,SSW,2.0,75,35,1010,2016-06-30
Bac Lieu,33,26,12,SSW,1.2,77,43,1009,2017-06-30
Bac Lieu,34,27,13,SW,0.4,73,30,1008,2018-06-30
Bac Lieu,33,26,14,WSW,0.1,74,22,1007,2019-06-30
Bac Lieu,31,26,9,W,8.2,81,56,1008,2020-06-30
Bac Lieu,30,25,17,W,0.1,80,34,1008,2009-07-31
Bac Lieu,31,25,9,WSW,2.8,85,52,1009,2010-07-31
Bac Lieu,32,26,16,SW,2.2,74,46,1007,2011-07-31
Bac Lieu,34,26,20,W,0.0,69,27,1008,2012-07-31
Bac Lieu,32,26,14,WSW,7.4,77,42,1006,2013-07-31
Bac Lieu,32,26,16,WSW,6.1,79,45,1007,2014-07-31
Bac Lieu,32,26,9,NW,2.7,73,53,1010,2015-07-31
Bac Lieu,34,26,18,WNW,0.1,68,26,1007,2016-07-31
Bac Lieu,32,27,17,WSW,11.1,79,24,1008,2017-07-31
Bac Lieu,33,26,17,W,0.0,71,27,1009,2018-07-31
Bac Lieu,31,26,17,WSW,3.8,81,31,1007,2019-07-31
Bac Lieu,29,27,16,WSW,5.9,84,64,1006,2020-07-31
Bac Lieu,28,25,16,WSW,6.5,86,67,1007,2009-08-03
Bac Lieu,32,25,8,WSW,10.7,80,31,1008,2010-08-03
Bac Lieu,32,26,12,WSW,3.9,77,29,1009,2011-08-03
Bac Lieu,33,26,19,W,0.1,68,41,1008,2012-08-03
Bac Lieu,31,25,16,SW,7.3,80,58,1009,2013-08-03
Bac Lieu,33,26,15,WSW,3.5,70,29,1008,2014-08-03
Bac Lieu,34,26,14,W,9.7,72,32,1009,2015-08-03
Bac Lieu,29,26,19,WSW,0.1,79,63,1006,2016-08-03
Bac Lieu,31,27,16,SW,8.6,80,38,1007,2017-08-03
Bac Lieu,32,26,18,WSW,0.9,72,55,1009,2018-08-03
Bac Lieu,31,25,16,WSW,8.5,81,51,1008,2019-08-03
Bac Lieu,31,26,16,SW,7.2,80,57,1006,2020-08-03
Bac Lieu,27,25,14,W,7.5,90,63,1010,2009-07-28
Bac Lieu,30,26,10,SSW,3.2,85,53,1009,2010-07-28
Bac Lieu,31,25,18,WSW,10.6,78,50,1006,2011-07-28
Bac Lieu,32,26,13,WSW,2.8,77,55,1008,2012-07-28
Bac Lieu,32,26,15,W,20.5,77,24,1008,2013-07-28
Bac Lieu,34,26,18,W,0.0,68,33,1008,2014-07-28
Bac Lieu,34,27,12,SW,3.4,65,38,1011,2015-07-28
Bac Lieu,32,27,16,SW,4.1,74,51,1009,2016-07-28
Bac Lieu,32,26,17,SW,5.5,78,47,1009,2017-07-28
Bac Lieu,32,26,15,WSW,6.2,76,29,1008,2018-07-28
Bac Lieu,33,25,13,WSW,5.3,79,37,1009,2019-07-28
Bac Lieu,31,27,8,SW,14.3,77,62,1007,2020-07-28
Bac Lieu,29,25,14,WSW,2.9,85,40,1010,2009-07-30
Bac Lieu,32,26,9,WSW,9.7,80,35,1009,2010-07-30
Bac Lieu,30,25,18,WSW,1.3,77,50,1006,2011-07-30
Bac Lieu,32,26,23,W,0.0,67,42,1009,2012-07-30
Bac Lieu,33,26,16,WSW,4.0,72,26,1007,2013-07-30
Bac Lieu,32,26,17,WSW,5.2,73,48,1008,2014-07-30
Bac Lieu,31,28,6,SSW,9.3,70,46,1011,2015-07-30
Bac Lieu,33,26,14,W,18.5,73,45,1009,2016-07-30
Bac Lieu,32,27,17,SW,4.2,79,32,1008,2017-07-30
Bac Lieu,32,26,14,WSW,1.2,77,29,1008,2018-07-30
